cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,=,4498#9
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,<,8007#84720
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,7688#18059
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,<,819#9552
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,<,5393#59599
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,6382#30483
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,7232#22271
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,=,804#12
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,<,7440#79670
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,<,118#1285
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,637#92598
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,3279#62603
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,6780#26576
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,<,3195#36477
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,=,8075#7
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,1551#82055
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,9953#209
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,1874#78413
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,6775#26637
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,=,2835#14
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,=,1656#11
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,=,4146#12
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,<,5764#63400
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,<,7572#80822
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,<,9837#99124
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,<,6150#67258
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,<,3722#42192
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,5551#38792
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col1,>,8559#10523
