cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,5943#60821
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,7601#11
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,8302#84144
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,3927#59540
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,6569#10
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,6422#65580
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,5425#44459
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,5024#48472
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,9259#93207
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,4054#10
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,4835#14
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,3692#61885
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,4359#44810
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,7577#77258
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,8226#3
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,6567#32928
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,4519#53517
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,7406#75508
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,2686#72249
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,4626#47589
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,6235#36284
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,8846#8
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,9297#10
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,176#98150
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,1369#85869
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,967#4
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,4332#55441
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,4260#43790
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,7319#25335
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,9044#91209
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,4645#52193
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,5608#42546
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,9404#94521
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,6011#38452
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,3455#64364
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,3515#36277
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,2831#29204
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,4528#46574
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,6539#33226
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,1434#85177
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,677#7059
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,1314#86375
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,5093#47786
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,1168#12104
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,8810#88984
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,1783#18523
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,8207#83258
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,7535#76856
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,1154#88032
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,724#92419
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,1530#8
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,7178#73247
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,4317#9
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,8281#16048
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,4848#50244
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,5717#58516
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,4622#14
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,3533#63514
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,6744#68844
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,7378#10
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,9243#10
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,8600#12959
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,8006#18662
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,>,2972#69368
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,9210#92746
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,6906#10
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,9669#97042
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,3944#40637
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,5964#61064
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,=,9812#7
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col1,<,7209#73540
