25879,27065
26154,27065
321,10
2,10
2,8
250,8
3,9
146,9
204,5
2,5
2,2
184,2
35216,36368
34386,36368
33115,36010
32529,36010
2,6
267,6
285,10
2,10
251,9
2,9
2,5
158,5
12146,15305
12060,15305
7711,12075
9071,12075
157,1
2,1
22067,26990
20908,26990
55679,52653
54993,52653
72185,70937
72359,70937
63611,57827
63387,57827
2,6
119,6
3970,6999
4503,6999
212,6
2,6
299,9
2,9
3,12
289,12
2421,5769
3797,5769
74,1
2,1
26212,29266
26335,29266
37029,40048
36120,40048
4182,6384
4184,6384
2,5
264,5
656,2643
1363,2643
4252,7111
4936,7111
2,9
270,9
8281,11746
8576,11746
55586,52332
55389,52332
11713,19486
11817,19486
14762,20141
13441,20141
25163,31451
25167,31451
25626,29792
24319,29792
2,7
249,7
3030,5252
1796,5252
79665,79022
79487,79022
30,561
156,561
5953,8312
4424,8312
3,11
260,11
3,3
41,3
4936,7711
6431,7711
2,7
227,7
80938,80261
80787,80261
3,7
273,7
268,3
3,3
3,7
213,7
208,6
2,6
2215,5237
1457,5237
14668,19673
15068,19673
27684,34895
28335,34895
153,6
2,6
3,2
167,2
14534,17625
15585,17625
210,8
2,8
217,7
2,7
3,2
19,2
2,3
25,3
16422,20465
17481,20465
71303,69211
71999,69211
186,3
2,3
3,13
273,13
2,4
97,4
2,14
152,14
100,3
2,3
2,2
214,2
39,320
140,320
3,2
37,2
6685,12029
6933,12029
34329,35716
33275,35716
25,2
2,2
42529,45423
43651,45423
2,10
169,10
48188,46672
47984,46672
2,1
161,1
2,9
236,9
2,12
227,12
7417,11095
6536,11095
42819,42175
42173,42175
54,671
46,671
6259,10036
5976,10036
2,1
13,1
29,2
2,2
1031,2958
1723,2958
244,7
2,7
19859,25213
19013,25213
16803,25260
16873,25260
2,8
272,8
958,3195
1808,3195
2,8
234,8
18499,21781
20162,21781
939,3103
765,3103
231,12
2,12
65,5
2,5
119,9
2,9
58971,57046
59336,57046
49626,48378
48962,48378
2,7
35,7
185,7
2,7
67261,66071
68081,66071
50291,47350
49947,47350
21141,26407
19972,26407
24,1
2,1
237,10
2,10
158,7
2,7
10080,13793
11371,13793
252,9
2,9
28230,29496
29013,29496
1336,3794
718,3794
240,4
2,4
1509,3591
798,3591
68161,64964
68090,64964
2,4
123,4
8675,13015
10189,13015
53,195
86,195
23,4
2,4
2719,5289
2861,5289
2,6
72,6
25530,26382
26002,26382
2,1
35,1
37068,41533
38203,41533
29,3
2,3
299,9
2,9
1915,4990
3150,4990
2,10
195,10
39,2
2,2
45,3
2,3
37,2
2,2
13917,16523
14169,16523
39293,39489
38161,39489
2,8
211,8
2,6
148,6
45444,41595
45862,41595
41359,42451
40497,42451
3,5
192,5
2102,2682
650,2682
86273,90103
86282,90103
2,6
127,6
6764,9932
5626,9932
247,10
2,10
111,4
2,4
22993,28543
22860,28543
19665,24295
19888,24295
3,14
290,14
48648,47488
47641,47488
78,3
2,3
71457,66724
71259,66724
17877,26058
17891,26058
12776,15522
12849,15522
299,8
2,8
24330,31498
25670,31498
83176,85754
83316,85754
9572,13684
9458,13684
2,5
277,5
6302,9536
6156,9536
63474,58213
62868,58213
188,11
2,11
79246,78957
79424,78957
4568,7497
3298,7497
2,8
97,8
80938,81784
81301,81784
142,4
2,4
2,4
264,4
61,2
2,2
54745,50817
54310,50817
3932,7114
4045,7114
23021,28553
22157,28553
40058,42797
40910,42797
287,11
2,11
6361,11829
8031,11829
86345,89881
86189,89881
134,4
2,4
65,3
2,3
4747,8266
5943,8266
7605,10447
8655,10447
12539,17025
11729,17025
298,9
2,9
6654,9597
5813,9597
31521,36887
33489,36887
153,4
2,4
3,3
67,3
48,3
2,3
6258,10592
7876,10592
160,6
2,6
261,10
2,10
34562,34227
35456,34227
170,2
2,2
17353,24874
18754,24874
12772,17584
12263,17584
3,7
66,7
395,12
3,12
155,6
2,6
6654,9828
8027,9828
299,9
2,9
2,5
125,5
2,1
45,1
50,3
2,3
2,2
44,2
284,10
2,10
2,13
271,13
22702,30478
23358,30478
112,5
2,5
299,7
2,7
65570,60556
65192,60556
3,11
289,11
1077,3582
1444,3582
2,3
142,3
2,2
34,2
15366,21641
14575,21641
26,1
2,1
40828,39177
40932,39177
75338,72462
75384,72462
162,2
2,2
252,10
2,10
2,10
188,10
5511,7995
4203,7995
2,2
96,2
3067,5303
1849,5303
8718,13740
10117,13740
782,1661
203,1661
1734,3876
2538,3876
56,2
2,2
32440,33776
33731,33776
247,5
2,5
212,4
2,4
51,146
66,146
3,9
244,9
3515,5532
2059,5532
127,7
2,7
2,2
26,2
612,2532
512,2532
15869,22338
14654,22338
68254,64557
68402,64557
408,2452
462,2452
9425,13928
10115,13928
4059,6640
3049,6640
1188,3211
1627,3211
25735,28234
27068,28234
250,10
2,10
6212,9917
7375,9917
27120,31072
25959,31072
50,1164
418,1164
2,11
225,11
198,4
2,4
40235,42977
41061,42977
54177,54284
54699,54284
6233,9763
6015,9763
2,7
280,7
25862,29963
26291,29963
24635,25794
24461,25794
2,7
261,7
65417,64067
66184,64067
666,2861
761,2861
78301,77396
78211,77396
21697,26951
20310,26951
2,5
186,5
74306,72191
74647,72191
3,13
120,13
2,5
55,5
54287,53291
54486,53291
2,12
175,12
300,8
2,8
2,5
290,5
81529,81025
81429,81025
2,4
128,4
3,5
90,5
2,17
264,17
33,1
2,1
2,2
49,2
3,2
36,2
258,6
2,6
8574,11281
9027,11281
3,2
20,2
299,9
2,9
8474,12367
9718,12367
530,1600
1272,1600
11291,15199
12846,15199
30,4
2,4
242,9
2,9
52303,47475
52900,47475
19,203
83,203
36987,35976
37222,35976
12877,16265
11258,16265
2,16
174,16
3290,6352
2647,6352
13270,17179
14136,17179
2,8
220,8
4988,7996
4497,7996
243,1902
30,1902
2678,4910
3588,4910
3,9
247,9
4828,8966
6341,8966
75736,73212
76087,73212
236,9
2,9
16204,20429
14550,20429
3,6
103,6
6915,12112
6775,12112
3044,5946
3046,5946
45,2
2,2
7320,10872
8083,10872
33405,35147
35269,35147
2293,5990
3779,5990
21152,26648
19125,26648
3,1
22,1
2,4
97,4
51503,48197
50477,48197
18105,21161
16123,21161
1883,4732
2458,4732
20657,27893
22685,27893
288,3
2,3
17876,22187
17574,22187
2,5
251,5
4833,7662
5317,7662
254,9
2,9
53122,53694
53653,53694
67431,61731
67208,61731
18749,27123
19770,27123
153,6
2,6
130,2
2,2
30,1
2,1
67221,61913
66887,61913
293,16
2,16
5825,10442
7424,10442
2,10
268,10
2,12
266,12
103,4
2,4
2,2
28,2
3,11
268,11
48778,50018
50435,50018
25,1
2,1
138,7
2,7
260,9
2,9
259,6
2,6
2,9
165,9
165,1
2,1
6939,9486
5848,9486
226,8
2,8
2,6
157,6
358,2145
461,2145
2,2
233,2
78132,76427
78495,76427
3,8
221,8
30,1
2,1
2,1
65,1
32597,37662
34075,37662
1964,4387
1141,4387
75,144
40,144
71451,67285
71609,67285
215,10
2,10
19668,23703
18169,23703
5617,7925
4847,7925
2,2
103,2
74395,72803
74644,72803
28,1
2,1
45,3
2,3
23,236
68,236
11670,16143
13348,16143
9923,13182
10895,13182
7798,11141
6315,11141
2,7
99,7
6631,9773
7280,9773
37,4
2,4
1880,4410
1745,4410
51679,48408
50437,48408
2,4
69,4
236,1459
144,1459
454,2713
1232,2713
61,648
147,648
116,1179
41,1179
298,7
2,7
2,7
266,7
39,1
2,1
20693,24967
19240,24967
84417,86827
84344,86827
3,3
18,3
280,15
2,15
256,9
2,9
2,8
240,8
16984,21300
18742,21300
535,1313
43,1313
2,2
37,2
35,1
2,1
27570,33352
28452,33352
10585,14816
10337,14816
1412,2956
608,2956
2,1
18,1
2,7
156,7
24646,30889
24480,30889
206,3
2,3
3,7
50,7
41033,41551
41053,41551
9696,13883
11359,13883
2,4
147,4
2,1
14,1
7785,13005
9607,13005
269,15
2,15
5101,7658
4047,7658
151,10
2,10
215,4
2,4
28064,33441
27757,33441
15461,20141
13497,20141
271,3
2,3
66356,63372
66342,63372
3,5
131,5
166,11
2,11
3,4
55,4
3783,6457
4106,6457
166,6
2,6
183,3
2,3
35,1
2,1
2,10
282,10
189,5
2,5
69,4
2,4
2,6
237,6
3,15
247,15
289,8
2,8
998,2209
2111,2209
61346,60682
62089,60682
86150,91072
86371,91072
29912,30517
30603,30517
31,2
2,2
79,2
2,2
53519,48506
53754,48506
4979,7521
3565,7521
7285,10543
6733,10543
2,4
104,4
608,2470
949,2470
121,3
2,3
43,534
370,534
1218,3328
813,3328
2,13
255,13
3,5
84,5
48826,46037
49916,46037
5113,10054
6293,10054
75416,71634
75478,71634
2,2
18,2
293,8
2,8
568,935
94,935
65328,60541
65706,60541
39006,37855
39681,37855
32,1
2,1
61838,58214
61840,58214
169,1
2,1
3,9
142,9
2,8
247,8
1650,4653
2784,4653
288,8
2,8
2,14
284,14
2,4
179,4
294,10
2,10
154,5
2,5
10316,13943
8985,13943
1106,3206
1722,3206
3136,6076
2570,6076
105,4
2,4
2,2
105,2
69986,64998
