2.777000000000000000e+04,2.706500000000000000e+04
7.000000000000000000e+00,1.000000000000000000e+01
8.000000000000000000e+00,8.000000000000000000e+00
8.000000000000000000e+00,9.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00
3.587200000000000000e+04,3.636800000000000000e+04
3.523000000000000000e+04,3.601000000000000000e+04
7.000000000000000000e+00,6.000000000000000000e+00
1.200000000000000000e+01,1.000000000000000000e+01
3.000000000000000000e+00,9.000000000000000000e+00
6.000000000000000000e+00,5.000000000000000000e+00
1.602900000000000000e+04,1.530500000000000000e+04
1.348000000000000000e+04,1.207500000000000000e+04
1.000000000000000000e+00,1.000000000000000000e+00
2.673300000000000000e+04,2.699000000000000000e+04
5.265800000000000000e+04,5.265300000000000000e+04
7.029600000000000000e+04,7.093700000000000000e+04
5.858800000000000000e+04,5.782700000000000000e+04
6.000000000000000000e+00,6.000000000000000000e+00
7.615000000000000000e+03,6.999000000000000000e+03
1.800000000000000000e+01,6.000000000000000000e+00
6.000000000000000000e+00,9.000000000000000000e+00
1.200000000000000000e+01,1.200000000000000000e+01
5.661000000000000000e+03,5.769000000000000000e+03
3.000000000000000000e+00,1.000000000000000000e+00
3.023200000000000000e+04,2.926600000000000000e+04
3.916500000000000000e+04,4.004800000000000000e+04
6.338000000000000000e+03,6.384000000000000000e+03
7.000000000000000000e+00,5.000000000000000000e+00
3.055000000000000000e+03,2.643000000000000000e+03
6.859000000000000000e+03,7.111000000000000000e+03
1.000000000000000000e+01,9.000000000000000000e+00
1.147800000000000000e+04,1.174600000000000000e+04
5.239600000000000000e+04,5.233200000000000000e+04
1.849500000000000000e+04,1.948600000000000000e+04
2.041100000000000000e+04,2.014100000000000000e+04
3.024800000000000000e+04,3.145100000000000000e+04
3.007800000000000000e+04,2.979200000000000000e+04
7.000000000000000000e+00,7.000000000000000000e+00
4.879000000000000000e+03,5.252000000000000000e+03
7.946000000000000000e+04,7.902200000000000000e+04
7.190000000000000000e+02,5.610000000000000000e+02
8.546000000000000000e+03,8.312000000000000000e+03
1.100000000000000000e+01,1.100000000000000000e+01
3.000000000000000000e+00,3.000000000000000000e+00
8.768000000000000000e+03,7.711000000000000000e+03
8.000000000000000000e+00,7.000000000000000000e+00
8.060700000000000000e+04,8.026100000000000000e+04
8.000000000000000000e+00,7.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00
8.000000000000000000e+00,7.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+00
5.168000000000000000e+03,5.237000000000000000e+03
2.060100000000000000e+04,1.967300000000000000e+04
3.377500000000000000e+04,3.489500000000000000e+04
8.000000000000000000e+00,6.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00
1.862400000000000000e+04,1.762500000000000000e+04
4.000000000000000000e+00,8.000000000000000000e+00
8.000000000000000000e+00,7.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00
4.000000000000000000e+00,3.000000000000000000e+00
2.192400000000000000e+04,2.046500000000000000e+04
6.763800000000000000e+04,6.921100000000000000e+04
7.000000000000000000e+00,3.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+01
4.000000000000000000e+00,4.000000000000000000e+00
1.100000000000000000e+01,1.400000000000000000e+01
9.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00
3.090000000000000000e+02,3.200000000000000000e+02
3.000000000000000000e+00,2.000000000000000000e+00
1.155200000000000000e+04,1.202900000000000000e+04
3.553700000000000000e+04,3.571600000000000000e+04
2.000000000000000000e+00,2.000000000000000000e+00
4.401500000000000000e+04,4.542300000000000000e+04
1.000000000000000000e+01,1.000000000000000000e+01
4.605100000000000000e+04,4.667200000000000000e+04
3.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,9.000000000000000000e+00
1.100000000000000000e+01,1.200000000000000000e+01
1.149600000000000000e+04,1.109500000000000000e+04
4.294700000000000000e+04,4.217500000000000000e+04
7.570000000000000000e+02,6.710000000000000000e+02
1.069200000000000000e+04,1.003600000000000000e+04
1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00
3.472000000000000000e+03,2.958000000000000000e+03
1.700000000000000000e+01,7.000000000000000000e+00
2.587600000000000000e+04,2.521300000000000000e+04
2.425900000000000000e+04,2.526000000000000000e+04
9.000000000000000000e+00,8.000000000000000000e+00
3.678000000000000000e+03,3.195000000000000000e+03
8.000000000000000000e+00,8.000000000000000000e+00
2.318600000000000000e+04,2.178100000000000000e+04
2.951000000000000000e+03,3.103000000000000000e+03
2.200000000000000000e+01,1.200000000000000000e+01
5.000000000000000000e+00,5.000000000000000000e+00
1.800000000000000000e+01,9.000000000000000000e+00
5.534700000000000000e+04,5.704600000000000000e+04
4.759300000000000000e+04,4.837800000000000000e+04
9.000000000000000000e+00,7.000000000000000000e+00
3.000000000000000000e+00,7.000000000000000000e+00
6.440500000000000000e+04,6.607100000000000000e+04
4.759000000000000000e+04,4.735000000000000000e+04
2.626400000000000000e+04,2.640700000000000000e+04
1.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,1.000000000000000000e+01
