cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,4332,cdcs.col1,<,5943#27065
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,9152,cdcs.col1,=,7601#10
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,6714,cdcs.col1,<,8302#8
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,1021,cdcs.col1,>,3927#9
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,3462,cdcs.col1,=,6569#5
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,9221,cdcs.col1,<,6422#2
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,8007,cdcs.col1,>,5425#36368
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,7265,cdcs.col1,>,5024#36010
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,6692,cdcs.col1,<,9259#6
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,8147,cdcs.col1,=,4054#10
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,6718,cdcs.col1,=,4835#9
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,3845,cdcs.col1,>,3692#5
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,4900,cdcs.col1,<,4359#15305
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,7408,cdcs.col1,<,7577#12075
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,4366,cdcs.col1,=,8226#1
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,8217,cdcs.col1,>,6567#26990
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,9720,cdcs.col1,>,4519#52653
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,8797,cdcs.col1,<,7406#70937
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,2062,cdcs.col1,>,2686#57827
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,3155,cdcs.col1,<,4626#6
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,8048,cdcs.col1,>,6235#6999
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,3144,cdcs.col1,=,8846#6
