4,1
82961,84215
1127,3171
30,308
62387,59385
10379,12556
243,187
5,10
58719,52796
53,192
6350,9204
7,7
25009,22997
7,11
6,7
54913,47772
1183,172
7,7
27513,24848
3,1
4,2
3,1
63460,60888
80371,80636
4,4
28544,29185
3,1
4,8
5111,5450
68278,63220
9467,12798
8,13
1874,3274
48112,48441
73494,69387
45122,45056
4,1
3,5
40360,41558
16892,17898
3,2
1430,344
11,11
8,11
31427,32656
11,11
4788,3551
3,1
370,1057
3,1
26104,23545
56055,54829
13353,15280
24,20
45272,43175
7,5
4,4
359,1673
8,17
28606,30558
83931,86049
26746,28393
7,5
28660,30658
3,2
5,4
367,2173
151,839
9,10
6,6
7,16
79631,78209
2,1
8,6
2610,1675
79,1004
30239,31526
7,7
14,14
4,9
10216,11435
49500,44960
2,1
3,2
33,372
7,7
2232,4264
2388,4042
6,4
20641,23594
8,9
46905,43666
52,7
32591,29520
3627,3759
8,12
11,11
2668,597
2,2
41111,42730
27588,25215
18274,21273
5,3
575,2202
133,394
396,1532
11831,13112
12,14
1788,2628
10,16
13,7
4,4
6,6
43273,38560
56156,50234
7,5
22,14
4,13
27085,24334
50374,49042
17474,19635
1135,1704
12,14
3,2
5,8
38207,35046
687,2485
64747,61844
4,7
75293,74728
4832,3265
423,1843
14,17
56332,48898
9,5
8800,11153
57016,49378
6,11
925,1681
86463,90665
232,2088
10,7
6369,9661
8,7
11670,10651
4,4
8,9
4,2
5,1
1898,2671
7,7
11,17
2499,5279
3,3
39282,38137
25045,23092
13,17
21,153
4,10
801,1992
3,1
76212,72130
6,12
2,3
10429,11504
10,14
4,1
3,6
13943,14749
43349,44631
56,1192
45891,42705
2,1
6013,7624
74530,69431
11,8
32565,33410
54,9
13,13
7061,10100
54355,49673
2385,1679
21899,25121
54662,53042
64482,62888
3,1
2,2
66,565
3049,4359
18596,19285
32071,31446
10,14
6386,9767
4,10
3,1
38164,35679
2005,3101
5,5
5875,3285
82816,84111
2,1
1794,2439
2995,5117
8,9
1722,2582
2422,3060
7,8
10,11
9,6
2,1
4716,7055
3,8
5,10
860,2563
5,12
57329,54892
7,9
6170,6708
53726,52450
4,9
24387,22488
4,1
2272,2428
54151,48772
55168,48168
18189,18992
2494,4452
5289,8560
555,1570
5,15
3495,1441
4,5
19327,20902
6963,6047
3,1
2865,1697
29,557
3797,1652
6,5
8,7
14102,16296
56689,55084
200,1319
2,1
1568,4274
4,2
4,4
53977,52319
36260,36000
6,9
3,1
50423,50448
10,11
130,1710
4,8
11,16
5151,7427
30970,28824
5,5
9,6
75418,70984
24022,26974
3,1
8,6
7,8
62880,60826
51289,50086
5,9
61163,59227
9,9
4,16
7,13
14444,16183
4335,4823
7,11
69792,68600
19,158
5,13
54544,54018
67281,62514
56784,51717
2527,1894
65775,60133
52397,46217
45158,45710
54170,51875
10259,12161
4,1
32827,29891
43582,39736
3,1
16977,18903
9,14
16124,20334
32225,31258
286,704
79697,79780
482,1549
71098,64904
4,8
56307,54792
63787,58849
24,8
833,3033
4411,5196
6262,4405
5867,9004
2,1
1771,2171
11,9
5528,7628
74132,72400
44504,45699
400,1400
43116,38856
4664,3221
41802,36951
10,11
471,597
22,18
399,1521
88293,95263
31557,32518
4,2
70966,69848
7,13
7129,5881
27427,27288
1306,1746
547,1166
8,10
80477,79759
4,7
73382,68760
9,5
2443,5230
11,10
14,11
31512,27811
4041,2022
16833,17310
2,1
7,8
5055,6260
1081,2237
3,1
84002,86218
12663,13798
12696,13382
12,9
70895,69708
54485,48837
15,12
7,14
4,1
11,7
49464,43946
11,5
50010,45484
7,13
14,11
3,8
2,1
48507,42410
2,1
4,10
6,11
11,8
3,1
4,3
13,10
4,1
2,1
9,6
4617,7854
4,8
1231,2378
4322,2365
6,6
3,2
5,11
39096,40264
11971,13787
7,10
9291,12433
116,1556
27,195
2,1
2151,3737
50793,49604
6096,5211
5,6
3,1
2169,3839
3,1
31847,28774
418,2494
3,1
7,3
16441,18233
43075,41689
13,18
41495,38030
29,109
54782,50304
798,1662
12,12
331,1629
222,1918
3,1
4,4
71593,69612
4,2
54614,47994
40658,41462
2473,3157
3,1
1466,249
5146,7719
4,8
9,8
313,1463
776,2158
7,8
4,9
30235,33164
18985,18901
3,1
19303,21931
79663,77129
48135,42790
1250,3351
14446,15937
9990,11751
553,781
684,1038
47,211
12797,14920
47348,42128
4399,6493
19338,22414
4,2
63,450
3,1
7104,3307
65061,58638
51242,49785
3,1
23607,26102
2,1
5,8
13,10
1882,2933
2840,3539
30265,27683
87679,95208
4,1
230,2410
518,494
2,1
3,1
34179,31688
6,10
174,78
44,1009
11,16
16695,18290
11,8
3,2
6458,5193
41513,38146
56579,55056
1249,2596
1564,3466
5524,9007
59935,52944
6838,9987
4243,6751
6251,6037
3,6
3,2
40991,38075
3,1
9,10
5,11
9819,11389
1,3
1954,2724
3,3
55118,50007
55186,53979
20980,24119
37133,33659
6,10
45294,40701
7,9
53,279
10,8
3,1
10290,11384
29400,30895
3,2
3,2
388,1506
84393,86932
16062,15675
10,13
53,1141
31734,34147
11976,14439
5,9
151,1180
45996,45285
84803,87926
60756,58745
19,10
5,5
1509,3386
9,15
3,2
3752,963
11,13
104,402
2,1
22,201
5,7
3,1
14127,16486
2793,3222
11,9
71492,66959
58535,50669
3,1
52412,52118
9,6
159,327
847,3240
7,11
3036,3564
10,7
53017,50476
4,12
4,8
4,2
2,1
8,8
24139,22831
28914,30748
3,8
64410,63005
5,7
44156,39508
667,3026
10,11
12,8
8,12
8,5
52299,51340
3,1
66728,61316
49119,44796
78318,76318
2,1
52425,46277
396,249
1669,2535
9,11
8,5
4,5
483,1088
3,3
6,9
57738,50768
12490,13794
4276,6558
4,8
9,6
7,16
56414,54056
63,296
3,2
28995,26311
11206,13133
10,7
68630,66752
7,9
3,1
13278,13964
21357,18252
8,11
27,266
20644,23247
10,16
1072,1881
59986,52003
8,10
39075,36353
4,3
2,2
3,1
2,1
7,10
4,5
10,7
38582,39682
64188,62016
4982,5483
20853,23320
11680,13162
3056,5412
13,8
4139,6319
61613,55496
3,1
80472,78895
5,8
3,4
1834,2699
12,11
47,216
89,1264
12131,14864
52292,50307
2583,4889
18188,18950
1,1
3581,4716
8,4
5,14
3,1
9,12
697,2216
61153,58865
3,1
20,195
64539,61364
72,771
9814,12088
870,1693
3,2
29183,26061
108,1342
8,4
14527,16116
4,9
1567,4052
6,12
3,1
51725,50892
1451,2780
8,12
4,2
7,6
1238,3195
9,9
25353,23351
1707,3794
61884,57119
2,1
47,1112
6,7
358,1820
5,9
34864,37724
1263,3694
4,1
11,13
235,176
47945,47796
18219,19577
7856,11395
192,1029
4,5
9,13
15752,19715
61246,59103
3281,1037
69024,64083
6947,9811
5,17
64940,61658
11643,12652
5,10
4,2
1160,3134
5,8
6197,8231
10,9
2,1
31002,27555
3,3
69586,69070
7551,4992
228,1512
3,2
264,1830
69059,68275
2,1
2,1
228,869
3,5
26339,28347
79220,78162
4,7
5,11
65860,60176
68167,62809
3212,2409
1689,2896
81980,83838
7810,9844
56217,49282
55503,48558
5,11
5,1
434,765
14295,14527
9,10
30682,27738
6,12
9,9
980,3003
69162,67591
40854,41881
4,1
26534,28179
641,1722
249,1462
3219,3448
12,7
5147,2084
5,9
2520,4531
4,16
7,11
2470,4628
6,15
15,10
23697,24310
4,1
62307,55049
9,8
7,10
64033,59498
5,9
1458,2839
69388,68034
6,10
60512,54385
2772,3225
58155,55681
10,7
131,1171
641,2599
6,10
5,14
55303,54140
21125,20987
3,6
2,4
4452,2545
8,7
5987,8633
636,2972
4635,5300
44682,44339
57,321
5257,8033
6,4
4,1
694,1444
80837,80511
49376,48165
3,1
253,1428
3,7
8,9
35709,35712
4664,5909
87532,93637
18,5
49691,48540
6,6
37649,34394
4,2
2802,3225
2147,3844
4,1
41757,38683
71765,70642
2,1
66815,65791
5,2
8,11
2192,2503
77953,74792
5,8
6,10
3,1
88312,95353
19,91
1252,1794
113,1562
5,11
4,1
62,99
2,1
9,12
4,6
15220,16524
13150,14144
25670,23445
29,357
7915,9380
19964,20364
43665,44549
45542,40806
64915,64302
13995,15498
3,2
2693,3171
8,6
73004,70393
2820,3138
217,1260
