cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,4332#50037
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,9152#94910
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,6714#9
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,1021#18
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,3462#59484
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,9221#6
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,8007#85836
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,7265#79306
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,6692#6
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,8147#86995
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,6718#74138
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,3845#8
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,4900#43984
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,7408#19376
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,4366#50313
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,8217#87579
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,9720#98680
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,8797#92313
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,2062#75415
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,3155#7
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,8048#13836
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,3144#62985
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,9124#94723
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,1550#12
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,703#8399
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,6366#29205
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,4825#44742
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,8364#88826
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,2518#29818
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,8516#6
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,>,9280#4155
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,1701#20309
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,=,3624#9
cols_2_distinct_10000_corr_2_skew_2 cdcs##cdcs.col0,<,3124#36780
