cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,<,6822,cdcs.col1,=,1723#5
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,>,2355,cdcs.col1,=,220#2
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,=,8173,cdcs.col1,>,7681#5
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,<,2642,cdcs.col1,>,9690#210
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,<,8834,cdcs.col1,<,2661#30099
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,=,888,cdcs.col1,>,4827#2
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,=,1188,cdcs.col1,>,1115#11
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,>,9167,cdcs.col1,>,9866#454
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,>,8737,cdcs.col1,<,3001#474
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,>,1885,cdcs.col1,>,5814#34198
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,=,270,cdcs.col1,<,4160#12
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,=,3605,cdcs.col1,>,2109#9
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,>,7152,cdcs.col1,>,6249#18985
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,>,4310,cdcs.col1,>,7338#18652
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,=,7685,cdcs.col1,>,6872#7
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,>,8734,cdcs.col1,<,8560#1353
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,<,1638,cdcs.col1,>,2576#2954
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,<,5520,cdcs.col1,>,5377#6982
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,<,5824,cdcs.col1,<,9125#64250
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,>,3339,cdcs.col1,<,2488#3073
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,<,3842,cdcs.col1,<,1296#13493
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,>,2635,cdcs.col1,>,1881#66218
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,=,7068,cdcs.col1,>,6550#6
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,<,3092,cdcs.col1,<,985#10157
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,<,9521,cdcs.col1,>,8476#9101
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,=,7732,cdcs.col1,<,6956#1
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,<,5730,cdcs.col1,<,5598#57636
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,=,7580,cdcs.col1,>,2396#8
cols_2_distinct_10000_corr_8_skew_2 cdcs##cdcs.col0,>,2790,cdcs.col1,=,3339#11
